t,addresses_sending_to_exchanges_count
2017-12-23,169583
2017-12-24,140729
2017-12-25,103117
2017-12-26,114589
2017-12-27,148123
2017-12-28,150530
2017-12-29,199096
2017-12-30,213195
2017-12-31,148536
2018-01-01,129775
2018-01-02,209915
2018-01-03,241820
2018-01-04,276074
2018-01-05,206249
2018-01-06,199625
2018-01-07,197413
2018-01-08,190433
2018-01-09,195756
2018-01-10,191898
2018-01-11,189812
2018-01-12,166896
2018-01-13,153631
2018-01-14,131502
2018-01-15,144639
2018-01-16,183447
2018-01-17,197952
2018-01-18,200302
2018-01-19,156349
2018-01-20,133431
2018-01-21,115548
2018-01-22,118354
2018-01-23,121477
2018-01-24,123306
2018-01-25,107503
2018-01-26,107848
2018-01-27,85800
2018-01-28,90643
2018-01-29,94479
2018-01-30,106460
2018-01-31,93492
2018-02-01,122342
2018-02-02,138221
2018-02-03,87653
2018-02-04,69896
2018-02-05,106588
2018-02-06,119036
2018-02-07,88599
2018-02-08,55722
2018-02-09,69772
2018-02-10,77872
2018-02-11,53126
2018-02-12,76881
2018-02-13,74020
2018-02-14,81627
2018-02-15,83978
2018-02-16,72387
2018-02-17,66796
2018-02-18,69199
2018-02-19,68983
2018-02-20,95735
2018-02-21,72424
2018-02-22,69753
2018-02-23,71338
2018-02-24,56421
2018-02-25,53994
2018-02-26,74293
2018-02-27,75287
2018-02-28,80136
2018-03-01,89865
2018-03-02,78968
2018-03-03,68321
2018-03-04,54500
2018-03-05,74579
2018-03-06,66862
2018-03-07,76135
2018-03-08,73076
2018-03-09,101481
2018-03-10,70553
2018-03-11,108055
2018-03-12,150114
2018-03-13,105021
2018-03-14,70656
2018-03-15,71866
2018-03-16,62866
2018-03-17,45929
2018-03-18,63977
2018-03-19,69717
2018-03-20,65191
2018-03-21,65051
2018-03-22,59962
2018-03-23,59383
2018-03-24,59267
2018-03-25,42005
2018-03-26,66650
2018-03-27,58518
2018-03-28,52499
2018-03-29,65070
2018-03-30,66944
2018-03-31,45515
2018-04-01,42373
2018-04-02,48569
2018-04-03,62339
2018-04-04,57047
2018-04-05,52458
2018-04-06,53269
2018-04-07,41536
2018-04-08,37785
2018-04-09,50092
2018-04-10,53614
2018-04-11,55894
2018-04-12,68102
2018-04-13,73700
2018-04-14,43408
2018-04-15,48732
2018-04-16,87185
2018-04-17,61633
2018-04-18,63610
2018-04-19,70372
2018-04-20,73589
2018-04-21,66193
2018-04-22,49100
2018-04-23,67409
2018-04-24,85615
2018-04-25,72678
2018-04-26,65049
2018-04-27,66349
2018-04-28,55554
2018-04-29,55692
2018-04-30,67348
2018-05-01,61925
2018-05-02,67194
2018-05-03,75733
2018-05-04,71837
2018-05-05,59904
2018-05-06,50004
2018-05-07,66036
2018-05-08,62491
2018-05-09,62209
2018-05-10,63971
2018-05-11,95739
2018-05-12,58232
2018-05-13,49745
2018-05-14,65797
2018-05-15,62533
2018-05-16,58704
2018-05-17,52303
2018-05-18,59910
2018-05-19,41963
2018-05-20,39757
2018-05-21,55349
2018-05-22,55656
2018-05-23,70525
2018-05-24,58406
2018-05-25,54735
2018-05-26,42962
2018-05-27,40248
2018-05-28,57489
2018-05-29,65680
2018-05-30,54261
2018-05-31,62736
2018-06-01,59836
2018-06-02,47733
2018-06-03,42018
2018-06-04,54461
2018-06-05,55038
2018-06-06,52699
2018-06-07,51935
2018-06-08,49358
2018-06-09,36063
2018-06-10,56266
2018-06-11,58451
2018-06-12,61338
2018-06-13,59219
2018-06-14,56077
2018-06-15,51110
2018-06-16,32286
2018-06-17,31438
2018-06-18,53258
2018-06-19,51211
2018-06-20,43592
2018-06-21,47962
2018-06-22,63238
2018-06-23,37136
2018-06-24,44992
2018-06-25,48630
2018-06-26,41304
2018-06-27,46489
2018-06-28,44341
2018-06-29,51269
2018-06-30,48626
2018-07-01,37948
2018-07-02,54059
2018-07-03,55111
2018-07-04,49873
2018-07-05,48775
2018-07-06,49936
2018-07-07,35787
2018-07-08,44434
2018-07-09,48592
2018-07-10,53586
2018-07-11,49274
2018-07-12,229513
2018-07-13,215231
2018-07-14,194191
2018-07-15,37415
2018-07-16,50628
2018-07-17,66851
2018-07-18,66079
2018-07-19,55740
2018-07-20,56701
2018-07-21,40975
2018-07-22,33954
2018-07-23,61600
2018-07-24,61683
2018-07-25,60025
2018-07-26,54465
2018-07-27,54660
2018-07-28,39462
2018-07-29,36722
2018-07-30,54384
2018-07-31,57215
2018-08-01,60534
2018-08-02,49397
2018-08-03,56542
2018-08-04,41291
2018-08-05,37033
2018-08-06,50981
2018-08-07,56992
2018-08-08,61306
2018-08-09,54024
2018-08-10,58806
2018-08-11,48072
2018-08-12,34164
2018-08-13,54216
2018-08-14,69880
2018-08-15,58319
2018-08-16,50437
2018-08-17,57639
2018-08-18,39789
2018-08-19,38197
2018-08-20,58295
2018-08-21,46761
2018-08-22,52539
2018-08-23,42764
2018-08-24,47522
2018-08-25,50695
2018-08-26,36549
2018-08-27,51023
2018-08-28,60155
2018-08-29,51099
2018-08-30,50564
2018-08-31,53844
2018-09-01,46561
2018-09-02,39104
2018-09-03,53373
2018-09-04,51945
2018-09-05,60073
2018-09-06,65565
2018-09-07,55313
2018-09-08,41132
2018-09-09,40951
2018-09-10,50649
2018-09-11,55081
2018-09-12,58887
2018-09-13,51524
2018-09-14,47602
2018-09-15,37774
2018-09-16,34959
2018-09-17,54558
2018-09-18,48770
2018-09-19,46260
2018-09-20,52995
2018-09-21,70274
2018-09-22,42926
2018-09-23,37149
2018-09-24,50028
2018-09-25,52104
2018-09-26,52433
2018-09-27,51391
2018-09-28,57019
2018-09-29,40851
2018-09-30,41306
2018-10-01,57258
2018-10-02,56293
2018-10-03,47710
2018-10-04,45507
2018-10-05,51715
2018-10-06,44170
2018-10-07,33229
2018-10-08,54449
2018-10-09,45608
2018-10-10,48429
2018-10-11,58253
2018-10-12,53144
2018-10-13,35748
2018-10-14,34717
2018-10-15,61160
2018-10-16,48377
2018-10-17,48088
2018-10-18,44737
2018-10-19,46977
2018-10-20,34222
2018-10-21,33372
2018-10-22,47882
2018-10-23,45304
2018-10-24,46061
2018-10-25,48226
2018-10-26,48105
2018-10-27,35484
2018-10-28,33407
2018-10-29,52542
2018-10-30,48349
2018-10-31,46661
2018-11-01,51981
2018-11-02,54298
2018-11-03,35161
2018-11-04,44572
2018-11-05,54907
2018-11-06,51513
2018-11-07,51171
2018-11-08,45682
2018-11-09,49575
2018-11-10,33391
2018-11-11,35030
2018-11-12,47180
2018-11-13,47166
2018-11-14,65604
2018-11-15,60060
2018-11-16,51686
2018-11-17,37615
2018-11-18,36576
2018-11-19,79582
2018-11-20,87570
2018-11-21,55388
2018-11-22,50327
2018-11-23,49472
2018-11-24,44787
2018-11-25,56720
2018-11-26,55392
2018-11-27,50105
2018-11-28,49070
2018-11-29,51157
2018-11-30,47248
2018-12-01,42067
2018-12-02,34606
2018-12-03,48090
2018-12-04,51332
2018-12-05,47668
2018-12-06,58318
2018-12-07,62129
2018-12-08,38461
2018-12-09,34894
2018-12-10,44504
2018-12-11,42231
2018-12-12,41704
2018-12-13,42247
2018-12-14,46315
2018-12-15,36790
2018-12-16,34315
2018-12-17,52453
2018-12-18,62169
2018-12-19,58203
2018-12-20,54935
2018-12-21,53044
2018-12-22,39405
2018-12-23,39440
2018-12-24,50724
2018-12-25,36570
2018-12-26,37762
2018-12-27,49413
2018-12-28,47947
2018-12-29,36582
2018-12-30,31995
2018-12-31,37460
2019-01-01,29104
2019-01-02,47265
2019-01-03,40853
2019-01-04,45775
2019-01-05,33262
2019-01-06,38335
2019-01-07,44834
2019-01-08,46010
2019-01-09,45885
2019-01-10,55131
2019-01-11,47119
2019-01-12,33351
2019-01-13,35090
2019-01-14,45958
2019-01-15,44405
2019-01-16,44102
2019-01-17,46655
2019-01-18,43634
2019-01-19,35098
2019-01-20,35587
2019-01-21,42425
2019-01-22,44620
2019-01-23,42893
2019-01-24,43344
2019-01-25,41512
2019-01-26,37695
2019-01-27,37088
2019-01-28,54934
2019-01-29,46760
2019-01-30,44319
2019-01-31,48995
2019-02-01,47600
2019-02-02,37444
2019-02-03,33311
2019-02-04,44266
2019-02-05,46077
2019-02-06,45720
2019-02-07,42096
2019-02-08,53289
2019-02-09,38711
2019-02-10,33422
2019-02-11,44778
2019-02-12,44587
2019-02-13,48456
2019-02-14,41865
2019-02-15,42416
2019-02-16,40666
2019-02-17,37731
2019-02-18,56713
2019-02-19,53394
2019-02-20,56847
2019-02-21,45340
2019-02-22,52193
2019-02-23,39799
2019-02-24,45279
2019-02-25,51349
2019-02-26,48483
2019-02-27,51841
2019-02-28,50155
2019-03-01,48742
2019-03-02,39792
2019-03-03,38031
2019-03-04,50344
2019-03-05,54037
2019-03-06,49553
2019-03-07,50961
2019-03-08,52471
2019-03-09,42157
2019-03-10,37895
2019-03-11,53526
2019-03-12,53035
2019-03-13,53879
2019-03-14,56751
2019-03-15,54362
2019-03-16,47089
2019-03-17,36979
2019-03-18,57122
2019-03-19,54357
2019-03-20,51979
2019-03-21,53222
2019-03-22,52324
2019-03-23,40488
2019-03-24,39836
2019-03-25,53375
2019-03-26,55979
2019-03-27,61964
2019-03-28,60470
2019-03-29,60269
2019-03-30,46465
2019-03-31,46666
2019-04-01,55804
2019-04-02,95976
2019-04-03,89574
2019-04-04,71756
2019-04-05,77300
2019-04-06,46567
2019-04-07,46507
2019-04-08,62808
2019-04-09,61951
2019-04-10,65139
2019-04-11,67316
2019-04-12,65523
2019-04-13,41966
2019-04-14,40113
2019-04-15,53225
2019-04-16,55506
2019-04-17,62909
2019-04-18,55208
2019-04-19,55206
2019-04-20,39004
2019-04-21,37994
2019-04-22,47439
2019-04-23,55855
2019-04-24,76363
2019-04-25,61402
2019-04-26,66223
2019-04-27,37097
2019-04-28,35698
2019-04-29,55075
2019-04-30,77007
2019-05-01,47806
2019-05-02,62723
2019-05-03,75445
2019-05-04,47142
2019-05-05,37983
2019-05-06,60316
2019-05-07,63418
2019-05-08,57474
2019-05-09,57749
2019-05-10,59090
2019-05-11,55786
2019-05-12,55878
2019-05-13,61322
2019-05-14,77362
2019-05-15,83865
2019-05-16,88702
2019-05-17,98335
2019-05-18,55449
2019-05-19,52654
2019-05-20,74491
2019-05-21,86000
2019-05-22,80116
2019-05-23,77086
2019-05-24,94010
2019-05-25,48721
2019-05-26,47394
2019-05-27,85080
2019-05-28,106701
2019-05-29,78162
2019-05-30,93792
2019-05-31,77945
2019-06-01,78557
2019-06-02,50193
2019-06-03,65128
2019-06-04,91932
2019-06-05,80839
2019-06-06,67438
2019-06-07,71782
2019-06-08,45005
2019-06-09,42553
2019-06-10,69541
2019-06-11,87191
2019-06-12,79572
2019-06-13,86860
2019-06-14,79937
2019-06-15,58268
2019-06-16,64514
2019-06-17,72992
2019-06-18,74526
2019-06-19,69247
2019-06-20,65019
2019-06-21,68945
2019-06-22,82937
2019-06-23,65388
2019-06-24,70725
2019-06-25,82681
2019-06-26,107487
2019-06-27,88110
2019-06-28,84195
2019-06-29,69712
2019-06-30,60435
2019-07-01,76586
2019-07-02,78597
2019-07-03,71108
2019-07-04,72197
2019-07-05,63027
2019-07-06,49690
2019-07-07,46708
2019-07-08,69628
2019-07-09,75818
2019-07-10,73026
2019-07-11,61936
2019-07-12,60752
2019-07-13,45446
2019-07-14,49750
2019-07-15,57996
2019-07-16,66067
2019-07-17,59502
2019-07-18,50805
2019-07-19,51916
2019-07-20,57690
2019-07-21,38248
2019-07-22,51276
2019-07-23,59539
2019-07-24,46982
2019-07-25,50753
2019-07-26,48064
2019-07-27,44636
2019-07-28,36296
2019-07-29,48659
2019-07-30,53994
2019-07-31,55621
2019-08-01,57529
2019-08-02,57878
2019-08-03,50681
2019-08-04,43800
2019-08-05,78928
2019-08-06,74688
2019-08-07,58790
2019-08-08,61298
2019-08-09,56771
2019-08-10,44595
2019-08-11,37203
2019-08-12,38927
2019-08-13,54388
2019-08-14,60585
2019-08-15,51857
2019-08-16,55702
2019-08-17,36592
2019-08-18,39503
2019-08-19,49555
2019-08-20,50601
2019-08-21,55076
2019-08-22,52299
2019-08-23,49320
2019-08-24,49405
2019-08-25,34265
2019-08-26,58804
2019-08-27,52684
2019-08-28,55527
2019-08-29,59430
2019-08-30,51081
2019-08-31,40663
2019-09-01,35155
2019-09-02,54577
2019-09-03,66606
2019-09-04,63150
2019-09-05,55741
2019-09-06,60393
2019-09-07,42793
2019-09-08,39518
2019-09-09,54564
2019-09-10,64896
2019-09-11,56583
2019-09-12,50680
2019-09-13,51822
2019-09-14,44749
2019-09-15,33453
2019-09-16,57927
2019-09-17,55532
2019-09-18,56627
2019-09-19,56150
2019-09-20,56544
2019-09-21,40057
2019-09-22,39401
2019-09-23,51367
2019-09-24,73186
2019-09-25,72098
2019-09-26,64536
2019-09-27,58927
2019-09-28,46597
2019-09-29,40285
2019-09-30,53757
2019-10-01,57284
2019-10-02,55698
2019-10-03,53056
2019-10-04,49784
2019-10-05,43046
2019-10-06,42133
2019-10-07,58368
2019-10-08,59945
2019-10-09,55343
2019-10-10,70691
2019-10-11,56567
2019-10-12,41088
2019-10-13,36183
2019-10-14,50906
2019-10-15,53352
2019-10-16,60578
2019-10-17,55656
2019-10-18,46355
2019-10-19,40224
2019-10-20,41413
2019-10-21,53913
2019-10-22,52430
2019-10-23,57784
2019-10-24,56207
2019-10-25,67172
2019-10-26,77834
2019-10-27,46710
2019-10-28,66411
2019-10-29,61365
2019-10-30,58514
2019-10-31,52610
2019-11-01,56433
2019-11-02,47445
2019-11-03,38721
2019-11-04,58042
2019-11-05,56355
2019-11-06,55885
2019-11-07,52779
2019-11-08,54434
2019-11-09,41855
2019-11-10,40022
2019-11-11,55586
2019-11-12,45938
2019-11-13,54199
2019-11-14,49617
2019-11-15,53435
2019-11-16,44963
2019-11-17,44815
