t,addresses_receiving_from_exchanges_count
2018-01-12,63646
2018-01-13,56735
2018-01-14,49587
2018-01-15,62628
2018-01-16,68488
2018-01-17,56994
2018-01-18,53989
2018-01-19,48685
2018-01-20,42406
2018-01-21,39584
2018-01-22,44954
2018-01-23,42265
2018-01-24,44606
2018-01-25,42471
2018-01-26,42016
2018-01-27,34404
2018-01-28,38864
2018-01-29,42401
2018-01-30,44647
2018-01-31,41793
2018-02-01,46064
2018-02-02,42073
2018-02-03,28009
2018-02-04,28805
2018-02-05,39264
2018-02-06,44631
2018-02-07,38306
2018-02-08,26407
2018-02-09,31920
2018-02-10,34475
2018-02-11,29295
2018-02-12,38822
2018-02-13,45797
2018-02-14,38051
2018-02-15,37851
2018-02-16,34699
2018-02-17,31734
2018-02-18,31250
2018-02-19,36591
2018-02-20,37567
2018-02-21,34260
2018-02-22,35824
2018-02-23,32011
2018-02-24,26899
2018-02-25,23799
2018-02-26,33591
2018-02-27,35608
2018-02-28,37345
2018-03-01,34319
2018-03-02,34045
2018-03-03,33279
2018-03-04,29448
2018-03-05,36936
2018-03-06,38849
2018-03-07,39994
2018-03-08,38144
2018-03-09,34945
2018-03-10,25774
2018-03-11,23379
2018-03-12,32286
2018-03-13,36174
2018-03-14,31686
2018-03-15,33429
2018-03-16,29374
2018-03-17,25172
2018-03-18,26631
2018-03-19,29905
2018-03-20,27985
2018-03-21,29559
2018-03-22,32787
2018-03-23,29733
2018-03-24,25452
2018-03-25,22051
2018-03-26,29019
2018-03-27,26809
2018-03-28,25069
2018-03-29,29139
2018-03-30,29793
2018-03-31,22717
2018-04-01,20256
2018-04-02,25580
2018-04-03,28443
2018-04-04,27215
2018-04-05,26604
2018-04-06,27284
2018-04-07,22666
2018-04-08,20132
2018-04-09,27598
2018-04-10,27078
2018-04-11,26504
2018-04-12,29583
2018-04-13,32962
2018-04-14,24131
2018-04-15,25723
2018-04-16,30482
2018-04-17,31766
2018-04-18,31276
2018-04-19,33630
2018-04-20,37915
2018-04-21,30751
2018-04-22,29070
2018-04-23,35321
2018-04-24,40447
2018-04-25,34702
2018-04-26,33536
2018-04-27,37862
2018-04-28,37249
2018-04-29,29701
2018-04-30,35733
2018-05-01,31231
2018-05-02,35932
2018-05-03,40148
2018-05-04,37445
2018-05-05,31692
2018-05-06,27060
2018-05-07,32893
2018-05-08,36819
2018-05-09,32787
2018-05-10,33474
2018-05-11,30655
2018-05-12,26855
2018-05-13,23275
2018-05-14,33469
2018-05-15,33149
2018-05-16,29996
2018-05-17,28518
2018-05-18,32649
2018-05-19,25211
2018-05-20,27270
2018-05-21,31353
2018-05-22,29114
2018-05-23,29660
2018-05-24,28009
2018-05-25,28307
2018-05-26,21238
2018-05-27,20535
2018-05-28,28347
2018-05-29,27335
2018-05-30,27800
2018-05-31,28697
2018-06-01,32411
2018-06-02,24869
2018-06-03,24575
2018-06-04,29363
2018-06-05,29182
2018-06-06,29901
2018-06-07,30031
2018-06-08,30779
2018-06-09,22775
2018-06-10,24089
2018-06-11,28990
2018-06-12,28127
2018-06-13,27201
2018-06-14,26072
2018-06-15,28407
2018-06-16,19461
2018-06-17,19558
2018-06-18,25434
2018-06-19,25573
2018-06-20,26317
2018-06-21,26535
2018-06-22,27281
2018-06-23,18886
2018-06-24,19036
2018-06-25,24438
2018-06-26,23294
2018-06-27,23172
2018-06-28,23012
2018-06-29,24910
2018-06-30,20567
2018-07-01,19998
2018-07-02,27198
2018-07-03,27400
2018-07-04,25797
2018-07-05,26252
2018-07-06,27425
2018-07-07,20947
2018-07-08,19535
2018-07-09,25981
2018-07-10,24975
2018-07-11,23184
2018-07-12,23023
2018-07-13,24748
2018-07-14,18558
2018-07-15,18487
2018-07-16,24169
2018-07-17,26737
2018-07-18,30517
2018-07-19,29121
2018-07-20,27477
2018-07-21,19611
2018-07-22,19125
2018-07-23,27837
2018-07-24,32657
2018-07-25,29516
2018-07-26,26576
2018-07-27,26209
2018-07-28,20636
2018-07-29,19656
2018-07-30,26129
2018-07-31,27880
2018-08-01,25824
2018-08-02,24933
2018-08-03,26583
2018-08-04,20054
2018-08-05,17947
2018-08-06,25130
2018-08-07,24912
2018-08-08,25270
2018-08-09,23264
2018-08-10,24187
2018-08-11,17802
2018-08-12,16770
2018-08-13,23450
2018-08-14,24601
2018-08-15,23121
2018-08-16,23945
2018-08-17,23939
2018-08-18,17990
2018-08-19,16510
2018-08-20,21746
2018-08-21,21747
2018-08-22,23000
2018-08-23,20847
2018-08-24,22454
2018-08-25,18067
2018-08-26,17942
2018-08-27,23758
2018-08-28,26261
2018-08-29,25050
2018-08-30,23827
2018-08-31,25119
2018-09-01,21816
2018-09-02,19843
2018-09-03,24465
2018-09-04,24995
2018-09-05,26202
2018-09-06,25306
2018-09-07,24928
2018-09-08,20428
2018-09-09,20126
2018-09-10,23188
2018-09-11,22923
2018-09-12,22132
2018-09-13,22651
2018-09-14,23033
2018-09-15,18346
2018-09-16,16892
2018-09-17,22816
2018-09-18,22526
2018-09-19,23722
2018-09-20,23783
2018-09-21,27098
2018-09-22,19761
2018-09-23,18515
2018-09-24,21893
2018-09-25,23638
2018-09-26,23418
2018-09-27,23630
2018-09-28,26196
2018-09-29,19420
2018-09-30,19546
2018-10-01,24474
2018-10-02,24216
2018-10-03,22947
2018-10-04,23172
2018-10-05,23366
2018-10-06,19990
2018-10-07,17553
2018-10-08,23319
2018-10-09,23790
2018-10-10,24317
2018-10-11,24608
2018-10-12,22870
2018-10-13,17710
2018-10-14,17495
2018-10-15,29164
2018-10-16,24325
2018-10-17,22853
2018-10-18,22983
2018-10-19,21763
2018-10-20,17541
2018-10-21,17284
2018-10-22,24334
2018-10-23,23828
2018-10-24,24586
2018-10-25,28822
2018-10-26,25042
2018-10-27,18160
2018-10-28,18147
2018-10-29,25545
2018-10-30,26471
2018-10-31,26516
2018-11-01,25433
2018-11-02,25570
2018-11-03,20225
2018-11-04,19576
2018-11-05,25499
2018-11-06,24328
2018-11-07,24008
2018-11-08,23182
2018-11-09,23623
2018-11-10,17791
2018-11-11,17192
2018-11-12,24161
2018-11-13,23716
2018-11-14,24651
2018-11-15,26318
2018-11-16,25136
2018-11-17,18911
2018-11-18,17924
2018-11-19,24689
2018-11-20,28650
2018-11-21,24886
2018-11-22,21249
2018-11-23,22486
2018-11-24,17532
2018-11-25,20235
2018-11-26,23460
2018-11-27,23114
2018-11-28,23757
2018-11-29,24208
2018-11-30,23960
2018-12-01,19032
2018-12-02,17216
2018-12-03,23833
2018-12-04,25750
2018-12-05,23897
2018-12-06,25339
2018-12-07,23921
2018-12-08,17802
2018-12-09,17134
2018-12-10,21515
2018-12-11,21313
2018-12-12,20727
2018-12-13,21471
2018-12-14,21018
2018-12-15,16702
2018-12-16,16700
2018-12-17,21976
2018-12-18,22861
2018-12-19,25512
2018-12-20,24376
2018-12-21,24095
2018-12-22,17865
2018-12-23,17273
2018-12-24,21829
2018-12-25,17385
2018-12-26,19198
2018-12-27,21273
2018-12-28,23009
2018-12-29,18876
2018-12-30,17692
2018-12-31,19341
2019-01-01,14088
2019-01-02,21158
2019-01-03,21928
2019-01-04,21671
2019-01-05,17363
2019-01-06,17387
2019-01-07,21427
2019-01-08,21928
2019-01-09,22352
2019-01-10,23353
2019-01-11,21933
2019-01-12,16508
2019-01-13,16699
2019-01-14,19813
2019-01-15,22414
2019-01-16,22169
2019-01-17,23143
2019-01-18,21609
2019-01-19,17430
2019-01-20,18011
2019-01-21,21435
2019-01-22,21745
2019-01-23,21276
2019-01-24,21393
2019-01-25,20974
2019-01-26,17192
2019-01-27,16519
2019-01-28,23209
2019-01-29,23181
2019-01-30,22504
2019-01-31,24442
2019-02-01,22447
2019-02-02,17460
2019-02-03,16577
2019-02-04,19934
2019-02-05,20241
2019-02-06,20461
2019-02-07,19681
2019-02-08,20713
2019-02-09,17689
2019-02-10,15951
2019-02-11,21596
2019-02-12,22034
2019-02-13,22467
2019-02-14,20521
2019-02-15,21329
2019-02-16,18336
2019-02-17,17428
2019-02-18,25193
2019-02-19,25509
2019-02-20,24618
2019-02-21,23540
2019-02-22,24141
2019-02-23,19928
2019-02-24,22477
2019-02-25,26433
2019-02-26,26986
2019-02-27,26497
2019-02-28,26833
2019-03-01,26739
2019-03-02,20695
2019-03-03,19373
2019-03-04,25408
2019-03-05,27616
2019-03-06,26519
2019-03-07,26849
2019-03-08,26996
2019-03-09,21175
2019-03-10,19358
2019-03-11,27473
2019-03-12,27546
2019-03-13,27594
2019-03-14,27547
2019-03-15,28431
2019-03-16,23511
2019-03-17,21184
2019-03-18,27748
2019-03-19,29031
2019-03-20,28253
2019-03-21,28162
2019-03-22,28137
2019-03-23,22402
2019-03-24,22154
2019-03-25,29439
2019-03-26,29319
2019-03-27,31251
2019-03-28,29620
2019-03-29,30567
2019-03-30,27274
2019-03-31,25237
2019-04-01,30751
2019-04-02,38934
2019-04-03,38875
2019-04-04,31564
2019-04-05,29448
2019-04-06,24039
2019-04-07,23727
2019-04-08,31418
2019-04-09,31769
2019-04-10,31847
2019-04-11,32907
2019-04-12,28717
2019-04-13,22993
2019-04-14,22139
2019-04-15,29878
2019-04-16,30143
2019-04-17,29924
2019-04-18,30677
2019-04-19,28752
2019-04-20,23731
2019-04-21,22785
2019-04-22,28328
2019-04-23,32858
2019-04-24,33870
2019-04-25,32584
2019-04-26,35003
2019-04-27,26339
2019-04-28,25091
2019-04-29,29950
2019-04-30,34409
2019-05-01,27220
2019-05-02,28877
2019-05-03,31756
2019-05-04,29953
2019-05-05,28343
2019-05-06,35471
2019-05-07,38531
2019-05-08,39241
2019-05-09,35754
2019-05-10,35699
2019-05-11,34638
2019-05-12,33490
2019-05-13,36056
2019-05-14,40326
2019-05-15,47903
2019-05-16,55361
2019-05-17,49171
2019-05-18,38523
2019-05-19,39564
2019-05-20,48673
2019-05-21,51685
2019-05-22,50130
2019-05-23,47949
2019-05-24,47506
2019-05-25,38372
2019-05-26,37701
2019-05-27,54166
2019-05-28,51958
2019-05-29,52453
2019-05-30,52896
2019-05-31,48966
2019-06-01,40583
2019-06-02,38786
2019-06-03,45768
2019-06-04,58293
2019-06-05,50694
2019-06-06,44392
2019-06-07,38744
2019-06-08,34448
2019-06-09,33109
2019-06-10,43121
2019-06-11,44545
2019-06-12,42126
2019-06-13,43667
2019-06-14,46762
2019-06-15,40132
2019-06-16,41667
2019-06-17,46843
2019-06-18,48391
2019-06-19,46485
2019-06-20,46073
2019-06-21,51177
2019-06-22,51617
2019-06-23,43246
2019-06-24,50609
2019-06-25,55076
2019-06-26,70378
2019-06-27,66633
2019-06-28,55367
2019-06-29,39595
2019-06-30,32705
2019-07-01,37999
2019-07-02,38672
2019-07-03,38659
2019-07-04,37129
2019-07-05,37360
2019-07-06,27935
2019-07-07,27467
2019-07-08,34675
2019-07-09,35378
2019-07-10,35055
2019-07-11,32695
2019-07-12,32469
2019-07-13,24499
2019-07-14,24523
2019-07-15,31772
2019-07-16,31387
2019-07-17,31258
2019-07-18,30362
2019-07-19,29045
2019-07-20,23871
2019-07-21,21940
2019-07-22,27892
2019-07-23,27775
2019-07-24,27812
2019-07-25,29019
2019-07-26,28369
2019-07-27,22822
2019-07-28,21202
2019-07-29,27991
2019-07-30,30270
2019-07-31,30908
2019-08-01,29095
2019-08-02,29383
2019-08-03,23709
2019-08-04,22454
2019-08-05,33219
2019-08-06,31548
2019-08-07,28516
2019-08-08,28644
2019-08-09,27940
2019-08-10,23021
2019-08-11,20656
2019-08-12,24002
2019-08-13,26541
2019-08-14,28222
2019-08-15,28292
2019-08-16,27358
2019-08-17,22711
2019-08-18,20525
2019-08-19,27700
2019-08-20,26065
2019-08-21,29032
2019-08-22,29252
2019-08-23,25605
2019-08-24,22926
2019-08-25,19211
2019-08-26,25960
2019-08-27,26940
2019-08-28,26253
2019-08-29,27112
2019-08-30,24720
2019-08-31,20026
2019-09-01,18953
2019-09-02,26007
2019-09-03,27514
2019-09-04,26000
2019-09-05,26160
2019-09-06,26708
2019-09-07,20925
2019-09-08,19508
2019-09-09,26139
2019-09-10,26550
2019-09-11,26867
2019-09-12,26128
2019-09-13,23489
2019-09-14,18717
2019-09-15,17976
2019-09-16,25276
2019-09-17,25328
2019-09-18,26262
2019-09-19,26306
2019-09-20,24648
2019-09-21,19649
2019-09-22,19061
2019-09-23,26909
2019-09-24,27416
2019-09-25,28280
2019-09-26,26113
2019-09-27,25087
2019-09-28,20639
2019-09-29,19034
2019-09-30,25500
2019-10-01,24741
2019-10-02,22047
2019-10-03,22004
2019-10-04,21542
2019-10-05,18666
2019-10-06,17598
2019-10-07,22480
2019-10-08,23878
2019-10-09,24255
2019-10-10,24514
2019-10-11,23953
2019-10-12,19084
2019-10-13,16997
2019-10-14,22741
2019-10-15,24865
2019-10-16,24387
2019-10-17,24534
2019-10-18,24566
2019-10-19,20420
2019-10-20,18725
2019-10-21,24880
2019-10-22,25306
2019-10-23,26666
2019-10-24,23713
2019-10-25,25009
2019-10-26,24793
2019-10-27,20605
2019-10-28,25757
2019-10-29,25537
2019-10-30,26263
2019-10-31,24912
2019-11-01,23725
2019-11-02,19847
2019-11-03,17763
2019-11-04,23556
2019-11-05,24877
2019-11-06,23655
2019-11-07,23672
2019-11-08,24232
2019-11-09,19451
2019-11-10,17250
2019-11-11,22177
2019-11-12,22502
2019-11-13,22799
2019-11-14,22725
2019-11-15,24239
2019-11-16,18748
2019-11-17,17005
